source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	louvain_group
GO:BP	GO:0010717	regulation of epithelial to mesenchymal transition	6.0234033855508955e-06	True	"""Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	99	28	6	21010	0.21428571428571427	0.06060606060606061	query_1	['GO:0001837', 'GO:0045595']	4
GO:BP	GO:0007369	gastrulation	6.96751045189827e-06	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	193	27	7	21010	0.25925925925925924	0.03626943005181347	query_1	['GO:0048598']	4
GO:BP	GO:0007507	heart development	1.8007317179047863e-05	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	594	24	9	21010	0.375	0.015151515151515152	query_1	['GO:0048513', 'GO:0072359']	4
GO:BP	GO:0001704	formation of primary germ layer	2.0402111256931208e-05	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	126	27	6	21010	0.2222222222222222	0.047619047619047616	query_1	['GO:0007369', 'GO:0048646']	4
GO:BP	GO:0060411	cardiac septum morphogenesis	2.111302515527073e-05	True	"""The process in which the anatomical structure of a cardiac septum is generated and organized. A cardiac septum is a partition that separates parts of the heart."" [GOC:dph, GOC:mtg_heart]"	70	23	5	21010	0.21739130434782608	0.07142857142857142	query_1	['GO:0003206', 'GO:0003279', 'GO:0009653']	4
GO:BP	GO:0003007	heart morphogenesis	2.2545034877938606e-05	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	261	24	7	21010	0.2916666666666667	0.02681992337164751	query_1	['GO:0007507', 'GO:0009887']	4
GO:BP	GO:0048731	system development	2.305798800209791e-05	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3951	30	20	21010	0.6666666666666666	0.005062009617818274	query_1	['GO:0007275', 'GO:0048856']	4
GO:BP	GO:0001568	blood vessel development	2.452983177183882e-05	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	707	28	10	21010	0.35714285714285715	0.014144271570014143	query_1	['GO:0001944', 'GO:0048856']	4
GO:BP	GO:0051239	regulation of multicellular organismal process	2.8458649053853663e-05	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2968	28	17	21010	0.6071428571428571	0.0057277628032345014	query_1	['GO:0032501', 'GO:0050789']	4
GO:BP	GO:0009790	embryo development	3.253491747307082e-05	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1120	30	12	21010	0.4	0.010714285714285714	query_1	['GO:0007275']	4
GO:BP	GO:0042476	odontogenesis	3.57462452124476e-05	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	133	28	6	21010	0.21428571428571427	0.045112781954887216	query_1	['GO:0009887']	4
GO:BP	GO:0001944	vasculature development	3.591670883231463e-05	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	736	28	10	21010	0.35714285714285715	0.01358695652173913	query_1	['GO:0048731', 'GO:0072359']	4
GO:BP	GO:0016477	cell migration	4.142835751328556e-05	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1475	29	13	21010	0.4482758620689655	0.008813559322033898	query_1	['GO:0048870']	4
GO:BP	GO:0009653	anatomical structure morphogenesis	5.902654554643729e-05	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2683	28	16	21010	0.5714285714285714	0.005963473723443906	query_1	['GO:0032502', 'GO:0048856']	4
GO:BP	GO:0048332	mesoderm morphogenesis	7.118106349587914e-05	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	75	27	5	21010	0.18518518518518517	0.06666666666666667	query_1	['GO:0007498', 'GO:0048729']	4
GO:BP	GO:0009887	animal organ morphogenesis	8.363352142904169e-05	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1050	28	11	21010	0.39285714285714285	0.010476190476190476	query_1	['GO:0009653', 'GO:0048513']	4
GO:BP	GO:2000026	regulation of multicellular organismal development	8.916157562138463e-05	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1396	27	12	21010	0.4444444444444444	0.008595988538681949	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	4
GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	9.412408115647772e-05	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	94	23	5	21010	0.21739130434782608	0.05319148936170213	query_1	['GO:0042476']	4
GO:BP	GO:0030154	cell differentiation	0.00010802586696234918	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4310	30	20	21010	0.6666666666666666	0.004640371229698376	query_1	['GO:0048869']	4
GO:BP	GO:0048869	cellular developmental process	0.00010846862855032144	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4311	30	20	21010	0.6666666666666666	0.004639294827186268	query_1	['GO:0009987', 'GO:0032502']	4
GO:BP	GO:0042127	regulation of cell population proliferation	0.0001240472919530102	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	2184	23	13	21010	0.5652173913043478	0.005952380952380952	query_1	['GO:0008283', 'GO:0050794']	4
GO:MF	GO:0048407	platelet-derived growth factor binding	0.00013592383503216834	True	"""Binding to platelet-derived growth factor."" [GOC:dgh]"	11	28	3	20139	0.10714285714285714	0.2727272727272727	query_1	['GO:0019838']	4
GO:BP	GO:0008283	cell population proliferation	0.00015434390261835152	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	3218	23	15	21010	0.6521739130434783	0.0046612802983219395	query_1	['GO:0009987']	4
GO:BP	GO:0003279	cardiac septum development	0.0001806037516667338	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	23	5	21010	0.21739130434782608	0.04672897196261682	query_1	['GO:0003205', 'GO:0048856']	4
GO:BP	GO:0048870	cell motility	0.00018853387725747473	True	"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]"	1676	29	13	21010	0.4482758620689655	0.007756563245823389	query_1	['GO:0009987']	4
GO:CC	GO:0005615	extracellular space	0.0002071135841615993	True	"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]"	3284	30	16	22090	0.5333333333333333	0.0048721071863581	query_1	['GO:0005576', 'GO:0110165']	4
GO:BP	GO:0007155	cell adhesion	0.000331857225202858	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]"	1504	28	12	21010	0.42857142857142855	0.007978723404255319	query_1	['GO:0009987']	4
GO:BP	GO:0003170	heart valve development	0.00034798142512162115	True	"""The progression of a heart valve over time, from its formation to the mature structure. A heart valve is a structure that restricts the flow of blood to different regions of the heart and forms from an endocardial cushion."" [GOC:mtg_heart]"	74	15	4	21010	0.26666666666666666	0.05405405405405406	query_1	['GO:0007507', 'GO:0048856']	4
GO:BP	GO:0007275	multicellular organism development	0.0003513345970015275	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4610	30	20	21010	0.6666666666666666	0.004338394793926247	query_1	['GO:0032501', 'GO:0048856']	4
GO:BP	GO:0003197	endocardial cushion development	0.00035836448217897374	True	"""The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]"	52	21	4	21010	0.19047619047619047	0.07692307692307693	query_1	['GO:0007507', 'GO:0060485']	4
GO:BP	GO:0014706	striated muscle tissue development	0.00036553509970678173	True	"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]"	244	23	6	21010	0.2608695652173913	0.02459016393442623	query_1	['GO:0060537']	4
GO:BP	GO:0003206	cardiac chamber morphogenesis	0.0003933347997594523	True	"""The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]"	125	23	5	21010	0.21739130434782608	0.04	query_1	['GO:0003007', 'GO:0003205', 'GO:0009653']	4
GO:BP	GO:0043009	chordate embryonic development	0.00044102540988370787	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	665	30	9	21010	0.3	0.013533834586466165	query_1	['GO:0009792']	4
GO:BP	GO:0003163	sinoatrial node development	0.00046386407386368744	True	"""The process whose specific outcome is the progression of the sinoatrial (SA) node over time, from its formation to the mature structure. The SA node is part of the cardiac conduction system that controls the timing of heart muscle contraction. It relays electrical signals to the AV node."" [GOC:mtg_heart]"	12	23	3	21010	0.13043478260869565	0.25	query_1	['GO:0003161', 'GO:0003228']	4
GO:BP	GO:0072132	mesenchyme morphogenesis	0.0005594357877608387	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	58	21	4	21010	0.19047619047619047	0.06896551724137931	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	4
GO:BP	GO:0048856	anatomical structure development	0.0005643694625909143	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5862	28	21	21010	0.75	0.0035823950870010235	query_1	['GO:0032502']	4
GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0005802827889655368	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	687	30	9	21010	0.3	0.013100436681222707	query_1	['GO:0009790']	4
GO:BP	GO:0030335	positive regulation of cell migration	0.0006076256343073725	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	534	28	8	21010	0.2857142857142857	0.0149812734082397	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	4
GO:BP	GO:0032964	collagen biosynthetic process	0.0006113899939594957	True	"""The chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]"	44	28	4	21010	0.14285714285714285	0.09090909090909091	query_1	['GO:0009058', 'GO:0032963']	4
GO:BP	GO:0051094	positive regulation of developmental process	0.0007871931301720974	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1310	28	11	21010	0.39285714285714285	0.008396946564885497	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	4
GO:BP	GO:2000147	positive regulation of cell motility	0.000871263259906842	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	560	28	8	21010	0.2857142857142857	0.014285714285714285	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']	4
GO:BP	GO:0060429	epithelium development	0.0009768427322422886	True	"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"	1233	30	11	21010	0.36666666666666664	0.008921330089213302	query_1	['GO:0009888']	4
GO:BP	GO:0040017	positive regulation of locomotion	0.0010640048097275599	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	575	28	8	21010	0.2857142857142857	0.01391304347826087	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	4
GO:BP	GO:0051145	smooth muscle cell differentiation	0.0011531214891769156	True	"""The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell; smooth muscle lacks transverse striations in its constituent fibers and are almost always involuntary."" [CL:0000192, GOC:ai]"	63	23	4	21010	0.17391304347826086	0.06349206349206349	query_1	['GO:0042692']	4
GO:MF	GO:0044877	protein-containing complex binding	0.001287188401659564	True	"""Binding to a macromolecular complex."" [GOC:jl]"	1761	30	12	20139	0.4	0.0068143100511073255	query_1	['GO:0005488']	4
GO:BP	GO:0007498	mesoderm development	0.001307658557076962	True	"""The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."" [GOC:dph, GOC:tb]"	134	27	5	21010	0.18518518518518517	0.03731343283582089	query_1	['GO:0009888']	4
GO:CC	GO:0016363	nuclear matrix	0.0013680743326515482	True	"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]"	128	7	3	22090	0.42857142857142855	0.0234375	query_1	['GO:0034399', 'GO:0110165']	4
GO:BP	GO:0048729	tissue morphogenesis	0.001608755243700584	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	633	27	8	21010	0.2962962962962963	0.01263823064770932	query_1	['GO:0009653', 'GO:0009888']	4
GO:BP	GO:0003205	cardiac chamber development	0.0017079043002264892	True	"""The progression of a cardiac chamber over time, from its formation to the mature structure. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]"	168	23	5	21010	0.21739130434782608	0.02976190476190476	query_1	['GO:0007507', 'GO:0048856']	4
GO:BP	GO:0045597	positive regulation of cell differentiation	0.0017965645420549045	True	"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	851	28	9	21010	0.32142857142857145	0.010575793184488837	query_1	['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']	4
GO:BP	GO:0001525	angiogenesis	0.001972277370729924	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]"	529	23	7	21010	0.30434782608695654	0.013232514177693762	query_1	['GO:0048514', 'GO:0048646']	4
GO:BP	GO:0030334	regulation of cell migration	0.0020410641261755956	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	928	20	8	21010	0.4	0.008620689655172414	query_1	['GO:0016477', 'GO:2000145']	4
GO:CC	GO:0034399	nuclear periphery	0.002247077641697818	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	151	7	3	22090	0.42857142857142855	0.019867549668874173	query_1	['GO:0031981', 'GO:0110165']	4
GO:BP	GO:0048568	embryonic organ development	0.002555734210559146	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	459	27	7	21010	0.25925925925925924	0.015250544662309368	query_1	['GO:0009790', 'GO:0048513']	4
GO:BP	GO:0002009	morphogenesis of an epithelium	0.0025571594629412177	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	524	24	7	21010	0.2916666666666667	0.013358778625954198	query_1	['GO:0048729', 'GO:0060429']	4
GO:BP	GO:0032502	developmental process	0.0029420291347091454	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6414	28	21	21010	0.75	0.003274087932647334	query_1	['GO:0008150']	4
GO:BP	GO:0048513	animal organ development	0.0029546992175961562	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	3068	28	15	21010	0.5357142857142857	0.0048891786179921775	query_1	['GO:0048856']	4
GO:BP	GO:0003228	atrial cardiac muscle tissue development	0.003223940401602272	True	"""The process whose specific outcome is the progression of cardiac muscle of the atrium over time, from its formation to the mature structure."" [GOC:mtg_heart]"	22	23	3	21010	0.13043478260869565	0.13636363636363635	query_1	['GO:0048738']	4
GO:BP	GO:2000145	regulation of cell motility	0.003270557593409181	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	988	20	8	21010	0.4	0.008097165991902834	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	4
GO:BP	GO:0030509	BMP signaling pathway	0.0033390501623878103	True	"""The series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, ISBN:0878932437, PMID:17428827]"	162	27	5	21010	0.18518518518518517	0.030864197530864196	query_1	['GO:0007178', 'GO:0071773']	4
GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.0034522871128366715	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	866	11	6	21010	0.5454545454545454	0.006928406466512702	query_1	['GO:0009653', 'GO:0050793']	4
GO:BP	GO:0048562	embryonic organ morphogenesis	0.003500018467644253	True	"""Morphogenesis, during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	301	27	6	21010	0.2222222222222222	0.019933554817275746	query_1	['GO:0009887', 'GO:0048568', 'GO:0048598']	4
GO:BP	GO:0060021	roof of mouth development	0.0036040175587000486	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	92	21	4	21010	0.19047619047619047	0.043478260869565216	query_1	['GO:0048856']	4
GO:BP	GO:0071363	cellular response to growth factor stimulus	0.003705228919033847	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	679	28	8	21010	0.2857142857142857	0.011782032400589101	query_1	['GO:0070848', 'GO:0071495']	4
GO:BP	GO:0001707	mesoderm formation	0.004102533576113077	True	"""The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."" [GOC:go_curators]"	73	27	4	21010	0.14814814814814814	0.0547945205479452	query_1	['GO:0001704', 'GO:0048332']	4
GO:BP	GO:0035239	tube morphogenesis	0.004254462956891572	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	867	23	8	21010	0.34782608695652173	0.00922722029988466	query_1	['GO:0009653', 'GO:0035295']	4
GO:BP	GO:0040012	regulation of locomotion	0.004436071619938361	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	1029	20	8	21010	0.4	0.007774538386783284	query_1	['GO:0040011', 'GO:0050789']	4
GO:BP	GO:0003180	aortic valve morphogenesis	0.004530797244837363	True	"""The process in which the structure of the aortic valve is generated and organized."" [GOC:mtg_heart]"	38	15	3	21010	0.2	0.07894736842105263	query_1	['GO:0003176', 'GO:0003179']	4
GO:BP	GO:0071772	response to BMP	0.0046113953121271764	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a bone morphogenetic protein (BMP) stimulus."" [GOC:mah, GOC:yaf]"	173	27	5	21010	0.18518518518518517	0.028901734104046242	query_1	['GO:0070848']	4
GO:BP	GO:0071773	cellular response to BMP stimulus	0.0046113953121271764	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a bone morphogenetic protein (BMP) stimulus."" [GOC:mah, GOC:yaf]"	173	27	5	21010	0.18518518518518517	0.028901734104046242	query_1	['GO:0071363', 'GO:0071772']	4
GO:BP	GO:0048518	positive regulation of biological process	0.0048197108467489674	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	6253	29	21	21010	0.7241379310344828	0.003358387973772589	query_1	['GO:0008150', 'GO:0050789']	4
GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	0.004873432118050775	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	960	28	9	21010	0.32142857142857145	0.009375	query_1	['GO:0007166']	4
GO:BP	GO:0070848	response to growth factor	0.005111091997697455	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	709	28	8	21010	0.2857142857142857	0.011283497884344146	query_1	['GO:0009719']	4
GO:BP	GO:0003272	endocardial cushion formation	0.005137568689125885	True	"""The developmental process pertaining to the initial formation of an endocardial cushion. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart, PMID:15797462]"	28	21	3	21010	0.14285714285714285	0.10714285714285714	query_1	['GO:0003203', 'GO:0048646']	4
GO:BP	GO:0010159	specification of animal organ position	0.005283034140095204	True	"""The regionalization process in which information that determines the correct position at which animal organ primordia are formed is generated and perceived resulting in correct positioning of the new animal organ."" [GOC:curators]"	3	21	2	21010	0.09523809523809523	0.6666666666666666	query_1	['GO:0003002', 'GO:0009887']	4
GO:BP	GO:0048514	blood vessel morphogenesis	0.005605418645957664	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	619	23	7	21010	0.30434782608695654	0.011308562197092083	query_1	['GO:0001568', 'GO:0035239']	4
GO:CC	GO:0005576	extracellular region	0.005728643175843915	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	4206	30	16	22090	0.5333333333333333	0.0038040893961008085	query_1	['GO:0110165']	4
GO:BP	GO:0048522	positive regulation of cellular process	0.006029635107345799	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5711	29	20	21010	0.6896551724137931	0.003502013657853266	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	4
GO:BP	GO:0008284	positive regulation of cell population proliferation	0.006334194882215032	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	1248	23	9	21010	0.391304347826087	0.007211538461538462	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	4
GO:BP	GO:0003176	aortic valve development	0.006613899091977263	True	"""The progression of the aortic valve over time, from its formation to the mature structure."" [GOC:mtg_heart]"	43	15	3	21010	0.2	0.06976744186046512	query_1	['GO:1905314']	4
GO:BP	GO:0048738	cardiac muscle tissue development	0.007490256639200213	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	227	23	5	21010	0.21739130434782608	0.022026431718061675	query_1	['GO:0007507', 'GO:0014706']	4
GO:BP	GO:0060537	muscle tissue development	0.007943393878843793	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	414	23	6	21010	0.2608695652173913	0.014492753623188406	query_1	['GO:0009888']	4
GO:BP	GO:0001501	skeletal system development	0.00802266282397093	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	524	28	7	21010	0.25	0.013358778625954198	query_1	['GO:0048731']	4
GO:BP	GO:1905314	semi-lunar valve development	0.008675199255480591	True	"""The process whose specific outcome is the progression of a semi-lunar valve over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19409885]"	47	15	3	21010	0.2	0.06382978723404255	query_1	['GO:0003170']	4
